YEAR,MAKE,MODEL,VEHICLE_CLASS,ENGINE_SIZE,CYLINDERS,TRANSMISSION,FUEL_TYPE,FuelConsCity,FuelConsHwy,FuelConsComb,MPG,CO2,MPGCity,MPGHwy
2018,GMC,YUKON XL 4WD,SUV - STANDARD,5.3,8,A6,X,15.3,10.9,13.3,21,313,18,26
2018,GMC,YUKON XL 4WD FFV,SUV - STANDARD,5.3,8,A6,X,15.3,10.9,13.3,21,312,18,26
2018,HONDA,ACCORD,FULL-SIZE,1.5,4,AV,X,7.9,6.3,7.2,39,168,36,45
2018,HONDA,ACCORD,FULL-SIZE,1.5,4,AV7,X,8.2,6.8,7.6,37,177,34,41
2018,HONDA,ACCORD,FULL-SIZE,1.5,4,M6,X,8.9,6.7,7.9,36,185,32,42
2018,HONDA,ACCORD,FULL-SIZE,2.0,4,M6,X,10.7,7.3,9.2,31,214,26,39
2018,HONDA,ACCORD SPORT/TOURING,MID-SIZE,2.0,4,AS10,X,10.4,7.4,9.1,31,211,27,38
2018,HONDA,CIVIC COUPE,COMPACT,1.5,4,AV,X,7.5,5.9,6.8,42,158,38,48
2018,HONDA,CIVIC COUPE,COMPACT,1.5,4,M6,X,7.7,5.7,6.8,42,158,37,49
2018,HONDA,CIVIC COUPE,COMPACT,2.0,4,AV,X,7.8,6.0,7.0,40,163,36,47
2018,HONDA,CIVIC COUPE,COMPACT,2.0,4,M6,X,8.5,6.1,7.4,38,173,33,46
2018,HONDA,CIVIC HATCHBACK,FULL-SIZE,1.5,4,AV,X,7.7,6.0,6.9,41,162,37,47
2018,HONDA,CIVIC HATCHBACK,FULL-SIZE,1.5,4,AV7,X,7.9,6.6,7.3,39,170,36,43
2018,HONDA,CIVIC HATCHBACK,FULL-SIZE,1.5,4,M6,X,8.0,6.2,7.2,39,167,35,45
2018,HONDA,CIVIC SEDAN,MID-SIZE,1.5,4,AV,X,7.4,5.6,6.6,43,153,38,50
2018,HONDA,CIVIC SEDAN,MID-SIZE,2.0,4,AV,X,7.8,6.0,7.0,40,163,36,47
2018,HONDA,CIVIC SEDAN,MID-SIZE,2.0,4,M6,X,8.5,6.0,7.4,38,172,33,47
2018,HONDA,CRV,SUV - SMALL,1.5,4,AV,X,8.4,7.0,7.8,36,181,34,40
2018,HONDA,CRV AWD,SUV - SMALL,1.5,4,AV,X,8.7,7.2,8.0,35,188,32,39
2018,HONDA,FIT,STATION WAGON - SMALL,1.5,4,AV,X,7.0,5.9,6.5,43,151,40,48
2018,HONDA,FIT,STATION WAGON - SMALL,1.5,4,AV7,X,7.6,6.5,7.0,40,166,37,43
2018,HONDA,FIT,STATION WAGON - SMALL,1.5,4,M6,X,8.1,6.6,7.4,38,174,35,43
2018,HONDA,HR-V,STATION WAGON - SMALL,1.8,4,AV,X,8.3,6.9,7.7,37,180,34,41
2018,HONDA,HR-V,STATION WAGON - SMALL,1.8,4,AV7,X,8.3,6.9,7.7,37,180,34,41
2018,HONDA,HR-V,STATION WAGON - SMALL,1.8,4,M6,X,9.4,7.1,8.4,34,195,30,40
2018,HONDA,HR-V AWD,STATION WAGON - SMALL,1.8,4,AV,X,8.9,7.5,8.2,34,194,32,38
2018,HONDA,HR-V AWD,STATION WAGON - SMALL,1.8,4,AV7,X,8.9,7.5,8.2,34,194,32,38
2018,HONDA,ODYSSEY,MINIVAN,3.5,6,AS9,X,12.6,8.4,10.7,26,252,22,34
2018,HONDA,ODYSSEY,MINIVAN,3.5,6,AS10,X,12.2,8.5,10.6,27,247,23,33
2018,HONDA,PILOT AWD,SUV - SMALL,3.5,6,A6,X,13.0,9.3,11.3,25,266,22,30
2018,HONDA,PILOT AWD,SUV - SMALL,3.5,6,AS9,X,12.4,9.3,11.0,26,256,23,30
2018,HONDA,RIDGELINE AWD,PICKUP TRUCK - STANDARD,3.5,6,A6,X,12.8,9.5,11.3,25,264,22,30
2018,HYUNDAI,ELANTRA,MID-SIZE,1.6,4,AM7,X,8.9,7.0,8.1,35,189,32,40
2018,HYUNDAI,ACCENT,COMPACT,1.6,4,AS6,X,8.3,6.2,7.4,38,173,34,45
2018,HYUNDAI,ACCENT,COMPACT,1.6,4,M6,X,8.2,6.3,7.3,39,173,34,45
2018,HYUNDAI,ELANTRA,MID-SIZE,1.6,4,M6,X,10.7,7.8,9.4,30,221,26,36
2018,HYUNDAI,ELANTRA,MID-SIZE,2.0,4,AS6,X,8.3,6.4,7.4,38,174,34,44
2018,HYUNDAI,ELANTRA,MID-SIZE,2.0,4,M6,X,9.3,6.4,8.0,35,188,30,44
2018,HYUNDAI,ELANTRA GT,FULL-SIZE,1.6,4,AM7,X,9.2,7.1,8.3,34,194,31,40
2018,HYUNDAI,ELANTRA GT,FULL-SIZE,1.6,4,M6,X,10.7,8.1,9.6,29,226,26,35
2018,HYUNDAI,ELANTRA GT,FULL-SIZE,2.0,4,AS6,X,9.4,7.2,8.4,34,198,30,39
2018,HYUNDAI,ELANTRA GT,FULL-SIZE,2.0,4,M6,X,9.8,7.3,8.7,32,205,29,39
2018,HYUNDAI,IONIQ,FULL-SIZE,1.6,4,AM6,X,4.3,4.4,4.3,66,102,66,64
2018,HYUNDAI,IONIQ BLUE,FULL-SIZE,1.6,4,AM6,X,4.2,4.0,4.1,69,96,67,71
2018,HYUNDAI,SANTA FE,SUV - SMALL,3.3,6,AS6,X,12.9,9.4,11.3,25,265,22,30
2018,HYUNDAI,SANTA FE AWD,SUV - SMALL,3.3,6,AS6,X,13.0,9.7,11.5,25,269,22,29
2018,HYUNDAI,SANTA FE ULTIMATE AWD,SUV - SMALL,3.3,6,AS6,X,13.9,10.8,12.5,23,295,20,26
2018,HYUNDAI,SANTA FE SPORT,SUV - SMALL,2.4,4,AS6,X,11.1,8.6,10.0,28,235,25,33
2018,HYUNDAI,SANTA FE SPORT AWD,SUV - SMALL,2.4,4,AS6,X,12.0,9.1,10.7,26,253,24,31
2018,HYUNDAI,SANTA FE SPORT ULTIMATE AWD,SUV - SMALL,2.0,4,AS6,X,12.5,9.6,11.2,25,264,23,29
2018,HYUNDAI,SONATA,FULL-SIZE,2.0,4,AS8,X,10.4,7.4,9.1,31,212,27,38
2018,HYUNDAI,SONATA,FULL-SIZE,2.4,4,AS6,X,9.8,6.9,8.5,33,202,29,41
2018,HYUNDAI,TUCSON,SUV - SMALL,2.0,4,AS6,X,10.1,7.8,9.0,31,213,28,36
2018,HYUNDAI,TUCSON AWD,SUV - SMALL,1.6,4,AM7,X,9.9,8.5,9.3,30,221,28,33
2018,HYUNDAI,TUCSON AWD,SUV - SMALL,2.0,4,AS6,X,11.0,9.1,10.2,28,241,26,31
2018,JEEP,CHEROKEE FFV,SUV - SMALL,2.4,4,A9,X,11.0,7.8,9.6,29,225,26,36
2018,JEEP,CHEROKEE,SUV - SMALL,3.2,6,A9,X,11.4,8.3,10.0,28,234,25,34
2018,JEEP,CHEROKEE 4X4 ACTIVE DRIVE I,SUV - SMALL,2.4,4,A9,X,11.3,8.4,10.0,28,235,25,34
2018,JEEP,CHEROKEE 4X4 ACTIVE DRIVE I FFV,SUV - SMALL,2.4,4,A9,X,11.3,8.4,10.0,28,235,25,34
2018,JEEP,CHEROKEE 4X4 ACTIVE DRIVE I,SUV - SMALL,3.2,6,A9,X,11.6,8.6,10.3,27,241,24,33
2018,JEEP,CHEROKEE 4X4 ACTIVE DRIVE II,SUV - SMALL,2.4,4,A9,X,11.4,8.7,10.2,28,239,25,32
2018,JEEP,CHEROKEE 4X4 ACTIVE DRIVE II,SUV - SMALL,3.2,6,A9,X,12.8,9.0,11.1,25,259,22,31
2018,JEEP,CHEROKEE 4X4 ACTIVE DRIVE LOCK,SUV - SMALL,2.4,4,A9,X,12.1,9.4,10.9,26,256,23,30
2018,JEEP,CHEROKEE 4X4 ACTIVE DRIVE LOCK,SUV - SMALL,3.2,6,A9,X,12.9,9.9,11.6,24,269,22,28
2018,JEEP,COMPASS,SUV - SMALL,2.4,4,A6,X,10.6,7.6,9.3,30,218,27,37
2018,JEEP,COMPASS,SUV - SMALL,2.4,4,M6,X,10.4,7.3,9.0,31,211,27,39
2018,JEEP,COMPASS 4X4,SUV - SMALL,2.4,4,A9,X,10.8,7.8,9.5,30,222,26,36
2018,JEEP,COMPASS 4X4,SUV - SMALL,2.4,4,M6,X,10.8,7.6,9.4,30,221,26,37
2018,JEEP,GRAND CHEROKEE 4X4,SUV - STANDARD,3.6,6,A8,X,12.7,9.6,11.3,25,265,22,29
2018,JEEP,GRAND CHEROKEE 4X4,SUV - STANDARD,5.7,8,A8,X,16.7,10.9,14.1,20,331,17,26
2018,JEEP,NEW WRANGLER UNLIMITED 4X4,SUV - SMALL,3.6,6,A8,X,12.9,10.2,11.7,24,275,22,28
2018,JEEP,NEW WRANGLER UNLIMITED 4X4,SUV - SMALL,3.6,6,M6,X,13.8,10.1,12.2,23,285,20,28
2018,JEEP,RENEGADE,SUV - SMALL,1.4,4,M6,X,9.9,7.7,8.9,32,209,28,37
2018,JEEP,RENEGADE,SUV - SMALL,2.4,4,A9,X,10.8,7.8,9.5,30,222,26,36
2018,JEEP,RENEGADE FFV,SUV - SMALL,2.4,4,A9,X,10.8,7.8,9.5,30,222,26,36
2018,JEEP,RENEGADE 4X4,SUV - SMALL,1.4,4,M6,X,9.9,7.7,8.9,32,211,28,37
2018,JEEP,RENEGADE 4X4,SUV - SMALL,2.4,4,A9,X,11.2,8.2,9.8,29,230,25,34
2018,JEEP,WRANGLER JK 4X4,SUV - SMALL,3.6,6,A5,X,14.1,11.1,12.8,22,299,20,25
2018,JEEP,WRANGLER JK 4X4,SUV - SMALL,3.6,6,M6,X,14.2,11.0,12.8,22,298,20,26
2018,JEEP,WRANGLER JK UNLIMITED 4X4,SUV - SMALL,3.6,6,A5,X,14.7,11.7,13.4,21,313,19,24
2018,JEEP,WRANGLER JK UNLIMITED 4X4,SUV - SMALL,3.6,6,M6,X,15.0,11.4,13.3,21,312,19,25
2018,KIA,CADENZA,FULL-SIZE,3.3,6,AS8,X,11.5,8.5,10.2,28,237,25,33
2018,KIA,FORTE (MPI),MID-SIZE,2.0,4,AS6,X,8.0,6.1,7.1,40,168,35,46
2018,KIA,FORTE (GDI),MID-SIZE,2.0,4,AS6,X,9.4,7.0,8.3,34,198,30,40
2018,KIA,FORTE,MID-SIZE,2.0,4,M6,X,9.4,6.8,8.3,34,195,30,41
2018,KIA,FORTE 5,FULL-SIZE,1.6,4,AM7,X,9.4,7.9,8.7,32,207,30,36
2018,KIA,FORTE 5,FULL-SIZE,2.0,4,AS6,X,9.4,7.0,8.3,34,197,30,40
2018,KIA,FORTE 5,FULL-SIZE,2.0,4,M6,X,9.8,7.3,8.7,32,204,29,39
2018,KIA,K900,FULL-SIZE,3.8,6,AS8,X,13.8,9.3,11.8,24,279,20,30
2018,KIA,NIRO,STATION WAGON - SMALL,1.6,4,AM6,X,4.6,5.1,4.8,59,114,61,55
2018,KIA,NIRO FE,STATION WAGON - SMALL,1.6,4,AM6,X,4.5,4.8,4.7,60,110,63,59
2018,KIA,NIRO TOURING,STATION WAGON - SMALL,1.6,4,AM6,X,5.1,5.8,5.4,52,129,55,49
2018,KIA,OPTIMA,FULL-SIZE,2.0,4,AS6,X,10.9,7.6,9.4,30,224,26,37
2018,KIA,OPTIMA,FULL-SIZE,2.4,4,AS6,X,9.6,6.8,8.4,34,198,29,41
2018,KIA,OPTIMA FE,FULL-SIZE,2.4,4,AS6,X,9.3,6.6,8.0,35,190,30,43
2018,KIA,OPTIMA HYBRID,MID-SIZE,2.0,4,AM6,X,6.0,5.1,5.6,50,132,47,55
2018,KIA,RIO,COMPACT,1.6,4,AS6,X,8.5,6.4,7.5,38,177,33,44
2018,KIA,RIO,COMPACT,1.6,4,M6,X,8.3,6.4,7.5,38,175,34,44
2018,KIA,SEDONA,MINIVAN,3.3,6,AS6,X,13.2,9.7,11.6,24,275,21,29
2018,KIA,SEDONA SX,MINIVAN,3.3,6,AS6,X,12.9,9.5,11.4,25,269,22,30
2018,KIA,SEDONA SXL,MINIVAN,3.3,6,AS6,X,14.1,10.5,12.5,23,296,20,27
2018,KIA,SORENTO,SUV - SMALL,2.4,4,AS6,X,11.2,8.3,9.9,29,234,25,34
2018,KIA,SORENTO AWD,SUV - SMALL,2.0,4,AS6,X,12.3,9.4,11.0,26,259,23,30
2018,KIA,SORENTO AWD,SUV - SMALL,2.4,4,AS6,X,11.5,9.3,10.5,27,246,25,30
2018,KIA,SORENTO AWD,SUV - SMALL,3.3,6,AS6,X,14.0,10.1,12.2,23,289,20,28
2018,KIA,SORENTO AWD FE,SUV - SMALL,3.3,6,AS6,X,13.2,9.3,11.4,25,270,21,30
2018,KIA,SOUL,STATION WAGON - SMALL,1.6,4,AM7,X,9.1,7.7,8.5,33,199,31,37
2018,KIA,SOUL,STATION WAGON - SMALL,1.6,4,AS6,X,9.4,7.8,8.7,32,205,30,36
2018,KIA,SOUL,STATION WAGON - SMALL,2.0,4,AS6,X,9.5,7.8,8.7,32,206,30,36
2018,KIA,SPORTAGE,SUV - SMALL,2.4,4,AS6,X,10.3,7.8,9.2,31,218,27,36
2018,KIA,SPORTAGE AWD,SUV - SMALL,2.0,4,AS6,X,11.9,10.2,11.1,25,263,24,28
2018,KIA,SPORTAGE AWD,SUV - SMALL,2.4,4,AS6,X,11.3,9.5,10.5,27,247,25,30
2018,LEXUS,ES 300h,MID-SIZE,2.5,4,AV6,X,5.8,6.1,5.9,48,139,49,46
2018,LEXUS,ES 350,MID-SIZE,3.5,6,AS6,X,11.4,7.7,9.7,29,226,25,37
2018,LEXUS,NX 300h AWD,SUV - SMALL,2.5,4,AV6,X,7.2,7.9,7.5,38,176,39,36
2018,LEXUS,RX 350 AWD,SUV - SMALL,3.5,6,AS8,X,12.2,9.0,10.8,26,252,23,31
2018,LEXUS,RX 350 L AWD,SUV - SMALL,3.5,6,AS8,X,13.1,9.4,11.1,25,268,22,30
2018,LINCOLN,CONTINENTAL AWD,FULL-SIZE,2.7,6,AS6,X,14.0,9.4,12.0,24,280,20,30
2018,LINCOLN,CONTINENTAL AWD,FULL-SIZE,3.0,6,AS6,X,14.5,9.8,12.3,23,290,19,29
2018,LINCOLN,CONTINENTAL AWD,FULL-SIZE,3.7,6,AS6,X,14.3,9.7,12.2,23,287,20,29
2018,LINCOLN,MKC AWD,SUV - SMALL,2.0,4,AS6,X,12.3,9.3,10.9,26,256,23,30
2018,LINCOLN,MKC AWD (Start/Stop),SUV - SMALL,2.0,4,AS6,X,12.1,9.3,10.8,26,254,23,30
2018,LINCOLN,MKC AWD,SUV - SMALL,2.3,4,AS6,X,13.1,9.4,11.5,25,269,22,30
2018,LINCOLN,MKT AWD,SUV - STANDARD,3.5,6,AS6,X,15.7,11.2,13.7,21,322,18,25
2018,LINCOLN,MKT LIVERY AWD,SPECIAL PURPOSE VEHICLE,3.7,6,A6,X,14.7,10.2,12.7,22,298,19,28
2018,LINCOLN,MKX AWD,SUV - SMALL,2.7,6,AS6,X,14.1,9.8,12.1,23,284,20,29
2018,LINCOLN,MKX AWD,SUV - SMALL,3.7,6,AS6,X,14.3,10.3,12.5,23,293,20,27
2018,LINCOLN,MKZ AWD,MID-SIZE,2.0,4,AS6,X,11.8,8.4,10.3,27,242,24,34
2018,LINCOLN,MKZ AWD,MID-SIZE,3.0,6,AS6,X,14.0,9.2,11.8,24,278,20,31
2018,LINCOLN,MKZ HYBRID,MID-SIZE,2.0,4,AV,X,5.7,6.2,5.9,48,139,49,45
2018,LINCOLN,NAVIGATOR 4X4,SUV - STANDARD,3.5,6,AS10,X,14.9,11.3,13.3,21,310,19,25
2018,MAZDA,CX-3,COMPACT,2.0,4,AS6,X,8.2,6.9,7.6,37,180,34,41
2018,MAZDA,CX-3,COMPACT,2.0,4,M6,X,9.0,7.0,8.1,35,189,31,40
2018,MAZDA,CX-3 4WD,COMPACT,2.0,4,AS6,X,8.8,7.5,8.2,34,192,32,38
2018,MAZDA,CX-5,SUV - SMALL,2.5,4,AS6,X,9.3,7.6,8.5,33,201,30,37
2018,MAZDA,CX-5 4WD,SUV - SMALL,2.5,4,AS6,X,9.8,7.9,9.0,31,208,29,36
2018,MAZDA,CX-9,SUV - SMALL,2.5,4,AS6,X,10.6,8.4,9.6,29,225,27,34
2018,MAZDA,CX-9 4WD,SUV - SMALL,2.5,4,AS6,X,11.5,8.9,10.4,27,242,25,32
2018,MAZDA,MAZDA3 4-DOOR,COMPACT,2.0,4,AS6,X,8.4,6.4,7.5,38,176,34,44
2018,MAZDA,MAZDA3 4-DOOR,COMPACT,2.0,4,M6,X,8.5,6.2,7.5,38,175,33,45
2018,MAZDA,MAZDA3 4-DOOR (SIL),COMPACT,2.0,4,M6,X,8.5,6.2,7.5,38,175,33,45
2018,MAZDA,MAZDA3 4-DOOR,COMPACT,2.5,4,AS6,X,8.8,6.6,7.8,36,182,32,43
2018,MAZDA,MAZDA3 4-DOOR (i-ELOOP),COMPACT,2.5,4,AS6,X,8.5,6.4,7.6,37,176,33,44
2018,MAZDA,MAZDA3 4-DOOR (SIL),COMPACT,2.5,4,M6,X,9.3,6.9,8.2,34,194,30,41
2018,MAZDA,MAZDA3 5-DOOR,MID-SIZE,2.0,4,AS6,X,8.4,6.4,7.5,38,174,34,44
2018,MAZDA,MAZDA3 5-DOOR (SIL),MID-SIZE,2.0,4,M6,X,8.6,6.4,7.6,37,178,33,44
2018,MAZDA,MAZDA3 5-DOOR,MID-SIZE,2.5,4,AS6,X,9.0,6.7,7.8,36,187,31,42
2018,MAZDA,MAZDA3 5-DOOR (i-ELOOP),MID-SIZE,2.5,4,AS6,X,8.7,6.6,7.8,36,181,32,43
2018,MAZDA,MAZDA3 5-DOOR (SIL),MID-SIZE,2.5,4,M6,X,9.6,7.0,8.4,34,198,29,40
2018,MITSUBISHI,MIRAGE,COMPACT,1.2,3,AV,X,6.4,5.5,6.0,47,141,44,51
2018,MITSUBISHI,MIRAGE,COMPACT,1.2,3,M5,X,7.1,5.8,6.5,43,150,40,49
2018,MITSUBISHI,MIRAGE G4,COMPACT,1.2,3,AV,X,6.9,5.7,6.4,44,149,41,49
2018,MITSUBISHI,MIRAGE G4,COMPACT,1.2,3,M5,X,7.2,5.9,6.6,43,155,39,48
2018,MITSUBISHI,OUTLANDER 4WD,SUV - SMALL,2.4,4,AV6,X,9.9,8.1,9.1,31,212,28,35
2018,MITSUBISHI,RVR,SUV - SMALL,2.0,4,AV6,X,9.7,7.8,8.8,32,204,29,36
2018,MITSUBISHI,RVR,SUV - SMALL,2.0,4,M5,X,10.3,8.2,9.3,30,216,27,34
2018,MITSUBISHI,RVR 4WD,SUV - SMALL,2.0,4,AV6,X,10.1,8.2,9.2,31,213,28,34
2018,MITSUBISHI,RVR 4WD,SUV - SMALL,2.4,4,AV6,X,10.3,8.3,9.4,30,219,27,34
2018,NISSAN,ALTIMA,MID-SIZE,2.5,4,AV,X,8.7,6.3,7.6,37,179,32,45
2018,NISSAN,ALTIMA SR,MID-SIZE,2.5,4,AV7,X,8.9,6.4,7.8,36,185,32,44
2018,NISSAN,ALTIMA,MID-SIZE,3.5,6,AV7,X,10.6,7.3,9.1,31,214,27,39
2018,NISSAN,ARMADA 4WD,SUV - STANDARD,5.6,8,AS7,X,17.5,12.8,15.4,18,362,16,22
2018,NISSAN,FRONTIER,PICKUP TRUCK - SMALL,2.5,4,A5,X,13.6,10.7,12.3,23,290,21,26
2018,NISSAN,FRONTIER,PICKUP TRUCK - SMALL,2.5,4,M5,X,12.2,10.4,11.4,25,268,23,27
2018,NISSAN,FRONTIER,PICKUP TRUCK - SMALL,4.0,6,A5,X,14.7,10.4,12.8,22,300,19,27
2018,NISSAN,FRONTIER 4WD,PICKUP TRUCK - SMALL,4.0,6,A5,X,15.8,11.5,13.9,20,326,18,25
2018,NISSAN,FRONTIER 4WD,PICKUP TRUCK - SMALL,4.0,6,M6,X,15.1,11.5,13.5,21,317,19,25
2018,NISSAN,NV200 CARGO VAN,SPECIAL PURPOSE VEHICLE,2.0,4,AV,X,9.8,8.8,9.3,30,218,29,32
2018,NISSAN,MICRA,COMPACT,1.6,4,A4,X,9.0,6.8,8.0,35,188,31,41
2018,NISSAN,MICRA,COMPACT,1.6,4,M5,X,8.7,6.8,7.9,36,186,32,41
2018,NISSAN,MURANO,STATION WAGON - MID-SIZE,3.5,6,AV7,X,11.0,8.3,9.8,29,230,26,34
2018,NISSAN,MURANO AWD,STATION WAGON - MID-SIZE,3.5,6,AV7,X,11.2,8.4,9.9,29,232,25,34
2018,NISSAN,PATHFINDER,SUV - SMALL,3.5,6,AV,X,11.6,8.5,10.2,28,240,24,33
2018,NISSAN,PATHFINDER 4WD,SUV - SMALL,3.5,6,AV,X,12.1,8.9,10.7,26,250,23,32
2018,NISSAN,PATHFINDER 4WD PLATINUM,SUV - SMALL,3.5,6,AV,X,12.4,9.2,11.0,26,259,23,31
2018,NISSAN,QASHQAI,STATION WAGON - SMALL,2.0,4,AV,X,8.8,7.3,8.1,35,191,32,39
2018,NISSAN,QASHQAI,STATION WAGON - SMALL,2.0,4,M6,X,10.0,8.1,9.2,31,216,28,35
2018,NISSAN,QASHQAI AWD,STATION WAGON - SMALL,2.0,4,AV,X,9.0,7.5,8.4,34,196,31,38
2018,NISSAN,ROGUE,SUV - SMALL,2.5,4,AV,X,9.2,7.0,8.2,34,192,31,40
2018,NISSAN,ROGUE AWD,SUV - SMALL,2.5,4,AV,X,9.7,7.4,8.7,32,205,29,38
2018,NISSAN,SENTRA,MID-SIZE,1.8,4,AV,X,8.1,6.3,7.3,39,172,35,45
2018,NISSAN,SENTRA,MID-SIZE,1.8,4,M6,X,8.9,6.8,8.0,35,187,32,41
2018,NISSAN,TITAN,PICKUP TRUCK - STANDARD,5.6,8,AS7,X,15.0,11.2,13.3,21,312,19,25
2018,NISSAN,TITAN 4WD,PICKUP TRUCK - STANDARD,5.6,8,AS7,X,15.2,11.1,13.4,21,315,19,25
2018,NISSAN,TITAN 4WD PRO-4X,PICKUP TRUCK - STANDARD,5.6,8,AS7,X,15.9,11.9,14.1,20,331,18,24
2018,NISSAN,VERSA,MID-SIZE,1.6,4,AV,X,7.6,6.2,7.0,40,164,37,45
2018,NISSAN,VERSA,MID-SIZE,1.6,4,M5,X,8.6,6.6,7.7,37,180,33,43
2018,RAM,1500 FFV,PICKUP TRUCK - STANDARD,3.6,6,A8,X,13.9,9.6,11.9,24,280,20,29
2018,RAM,1500,PICKUP TRUCK - STANDARD,5.7,8,A6,X,17.0,12.0,14.8,19,346,17,24
2018,RAM,1500,PICKUP TRUCK - STANDARD,5.7,8,A8,X,15.7,11.0,13.6,21,319,18,26
2018,RAM,1500 4X4 FFV,PICKUP TRUCK - STANDARD,3.6,6,A8,X,14.5,10.2,12.6,22,294,19,28
2018,RAM,1500 4X4,PICKUP TRUCK - STANDARD,5.7,8,A6,X,18.7,13.3,16.3,17,382,15,21
2018,RAM,1500 4X4,PICKUP TRUCK - STANDARD,5.7,8,A8,X,16.1,11.5,14.0,20,328,18,25
2018,RAM,PROMASTER CITY,SPECIAL PURPOSE VEHICLE,2.4,4,A9,X,11.2,8.3,9.9,29,232,25,34
2018,SUBARU,CROSSTREK AWD,SUV - SMALL,2.0,4,AV7,X,8.8,7.2,8.1,35,188,32,39
2018,SUBARU,CROSSTREK AWD,SUV - SMALL,2.0,4,M6,X,10.5,8.1,9.4,30,220,27,35
2018,SUBARU,FORESTER AWD,SUV - SMALL,2.5,4,AV6,X,9.2,7.4,8.4,34,196,31,38
2018,SUBARU,FORESTER AWD,SUV - SMALL,2.5,4,M6,X,10.9,8.3,9.7,29,228,26,34
2018,SUBARU,IMPREZA 4-DOOR AWD,MID-SIZE,2.0,4,AV7,X,8.3,6.4,7.5,38,174,34,44
2018,SUBARU,IMPREZA 4-DOOR AWD,MID-SIZE,2.0,4,M5,X,10.0,7.5,8.9,32,208,28,38
2018,SUBARU,IMPREZA 5-DOOR AWD,STATION WAGON - SMALL,2.0,4,AV7,X,8.4,6.5,7.5,38,176,34,43
2018,SUBARU,IMPREZA 5-DOOR AWD,STATION WAGON - SMALL,2.0,4,M5,X,10.1,7.7,9.0,31,211,28,37
2018,SUBARU,LEGACY AWD,MID-SIZE,2.5,4,AV7,X,9.3,7.0,8.3,34,193,30,40
2018,SUBARU,LEGACY AWD,MID-SIZE,3.6,6,AV6,X,11.9,8.3,10.3,27,241,24,34
2018,SUBARU,OUTBACK AWD,SUV - SMALL,2.5,4,AV7,X,9.4,7.3,8.5,33,198,30,39
2018,SUBARU,OUTBACK AWD,SUV - SMALL,3.6,6,AV6,X,12.0,8.7,10.5,27,247,24,32
2018,TOYOTA,4RUNNER 4WD,SUV - STANDARD,4.0,6,AS5,X,14.3,11.9,13.2,21,308,20,24
2018,TOYOTA,4RUNNER 4WD (Part-Time 4WD),SUV - STANDARD,4.0,6,AS5,X,14.3,11.9,13.2,21,308,20,24
2018,TOYOTA,AVALON,MID-SIZE,3.5,6,AS6,X,11.4,7.7,9.7,29,226,25,37
2018,TOYOTA,CAMRY,MID-SIZE,2.5,4,AS8,X,8.1,5.7,6.9,41,164,35,49
2018,TOYOTA,CAMRY LE/SE,MID-SIZE,2.5,4,AS8,X,8.4,6.0,7.3,39,172,34,47
2018,TOYOTA,CAMRY XLE/XSE,MID-SIZE,2.5,4,AS8,X,8.5,6.1,7.4,38,173,33,46
2018,TOYOTA,CAMRY,MID-SIZE,3.5,6,AS8,X,10.5,7.1,9.0,31,210,27,40
2018,TOYOTA,CAMRY XSE,MID-SIZE,3.5,6,AS8,X,10.7,7.4,9.2,31,215,26,38
2018,TOYOTA,CAMRY HYBRID LE,MID-SIZE,2.5,4,AV6,X,4.9,4.8,4.9,58,113,58,59
2018,TOYOTA,CAMRY HYBRID XLE/SE,MID-SIZE,2.5,4,AV6,X,5.3,5.0,5.1,55,121,53,56
2018,TOYOTA,C-HR,COMPACT,2.0,4,AV7,X,8.7,7.5,8.2,34,189,32,38
2018,TOYOTA,COROLLA,MID-SIZE,1.8,4,AV,X,8.3,6.5,7.5,38,174,34,43
2018,TOYOTA,COROLLA,MID-SIZE,1.8,4,AV7,X,8.3,6.7,7.5,38,178,34,42
2018,TOYOTA,COROLLA,MID-SIZE,1.8,4,M6,X,8.5,6.6,7.6,37,178,33,43
2018,TOYOTA,COROLLA LE ECO (1-mode),MID-SIZE,1.8,4,AV,X,7.8,5.9,6.9,41,163,36,48
2018,TOYOTA,COROLLA LE ECO (2-mode),MID-SIZE,1.8,4,AV,X,8.0,6.3,7.2,39,168,35,45
2018,TOYOTA,COROLLA iM,MID-SIZE,1.8,4,AV7,X,8.3,6.5,7.5,38,176,34,43
2018,TOYOTA,COROLLA iM,MID-SIZE,1.8,4,M6,X,8.8,6.8,7.9,36,185,32,41
2018,TOYOTA,HIGHLANDER,SUV - SMALL,3.5,6,AS8,X,11.8,8.7,10.3,27,243,24,32
2018,TOYOTA,HIGHLANDER AWD,SUV - STANDARD,3.5,6,AS8,X,12.1,9.0,10.6,27,251,23,31
2018,TOYOTA,HIGHLANDER AWD (Start/Stop System),SUV - STANDARD,3.5,6,AS8,X,12.0,8.9,10.6,27,247,24,32
2018,TOYOTA,HIGHLANDER AWD LE,SUV - STANDARD,3.5,6,AS8,X,11.7,8.8,10.4,27,242,24,32
2018,TOYOTA,HIGHLANDER HYBRID AWD,SUV - STANDARD,3.5,6,AV6,X,8.1,8.5,8.3,34,193,35,33
2018,TOYOTA,PRIUS,MID-SIZE,1.8,4,AV,X,4.3,4.6,4.5,63,105,66,61
2018,TOYOTA,PRIUS c,COMPACT,1.5,4,AV,X,4.9,5.5,5.1,55,120,58,51
